Sents;Class;;;;;
 If standardization is not possible, then in the case of processed materials a capacity deal is explored, concentrating purchases to an approved supplier.;2;;;;;
A better deal is made by concentrating regular supply to one supplier.;1;;;;;
A better bottleneck position is pursued by reducing supply risk on the one hand and obtaining a better negotiating position on the other hand.;3;;;;;
Other possibilities within thebottleneck quadrant are: keeping stocks, hedging, Internetbuying, broadening the specifications, searching for alternative sources, risk analysis in combination with contingency planning, and so on.;3;;;;;
The device is: œStay in the corner and make the best of it;0;;;;;
More rigorous is the switch from bottleneck items. ;3;;;;;
Especially MRO items are eligible for such a drastic move.;0;;;;;
Business units have to agree on standardization and pooling of their purchasing requirements.;2;;;;;
Some purchased products are bottleneck items, due to a degree of over specification.;3;;;;;
In a technical environment, there is a natural drive for over specification, and technical specialists tend to settle only for the best.;0;;;;;
A related problem is the incompatability of equipment and MRO items, due to the fact that business units/groups work with their own specifications.;0;;;;;
This enhances the use of buying leverage by standardization and pooling of requirements.;2;;;;;
The idea is to make the end product less complex: the product is aimed at decomplexing.;1;;;;;
In these cases, DSM sets up a team of experts to investigate possibilities of standardization, following the principle of fit-for-use.;1;;;;;
What specifications are really necessary to fit the needs of the business groups/units involved?;0;;;;;
The team chooses the best-fitting standards, striving for more generic specifications.;1;;;;;
This allows for pooling (3b) of requirements across units/groups.;0;;;;;
There are more purchasing and supply possibilities in the case of decomplexed product and, obviously, by pooling purchases the buying power is enhanced.;0;;;;;
In a two-step process, buying leverage is established, provoking leverage in the portfolio matrix.;2;;;;;
The main products in the non-critical category are office supplies and services.;1;;;;;
A key question with respect to these non-production oriented purchases is whether standardization and pooling are possible options or not.;1;;;;;
The product category travel expenses€ is an example for which pooling (1) is a logical option.;0;;;;;
A framework agreement (master contract) with a preferred supplier is a contractual possibility.;0;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
